@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 76\nSize of the tree: 86\n','Number of leaves: 63\nSize of the tree: 72\n','Number of leaves: 72\nSize of the tree: 81\n','Number of leaves: 84\nSize of the tree: 95\n','Number of leaves: 84\nSize of the tree: 94\n','Number of leaves: 64\nSize of the tree: 74\n','Number of leaves: 68\nSize of the tree: 76\n','Number of leaves: 75\nSize of the tree: 85\n','Number of leaves: 70\nSize of the tree: 80\n','Number of leaves: 77\nSize of the tree: 87\n','Number of leaves: 71\nSize of the tree: 80\n','Number of leaves: 83\nSize of the tree: 94\n','Number of leaves: 96\nSize of the tree: 106\n','Number of leaves: 85\nSize of the tree: 96\n','Number of leaves: 73\nSize of the tree: 83\n','Number of leaves: 79\nSize of the tree: 88\n','Number of leaves: 83\nSize of the tree: 93\n','Number of leaves: 100\nSize of the tree: 111\n','Number of leaves: 91\nSize of the tree: 100\n','Number of leaves: 91\nSize of the tree: 99\n','Number of leaves: 80\nSize of the tree: 89\n','Number of leaves: 87\nSize of the tree: 95\n','Number of leaves: 99\nSize of the tree: 109\n','Number of leaves: 96\nSize of the tree: 105\n','Number of leaves: 83\nSize of the tree: 90\n','Number of leaves: 90\nSize of the tree: 99\n','Number of leaves: 82\nSize of the tree: 91\n','Number of leaves: 85\nSize of the tree: 95\n','Number of leaves: 86\nSize of the tree: 94\n','Number of leaves: 92\nSize of the tree: 101\n','Number of leaves: 98\nSize of the tree: 108\n','Number of leaves: 108\nSize of the tree: 117\n','Number of leaves: 100\nSize of the tree: 110\n','Number of leaves: 95\nSize of the tree: 104\n','Number of leaves: 92\nSize of the tree: 103\n','Number of leaves: 112\nSize of the tree: 122\n','Number of leaves: 91\nSize of the tree: 102\n','Number of rules: 21\n','Number of rules: 20\n','Number of rules: 18\n','Number of rules: 22\n','Number of rules: 19\n','Number of rules: 25\n','Number of rules: 23\n','Number of rules: 24\n','Number of rules: 17\n','Number of rules: 26\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,53,2,0,96.363636,3.636364,0,0.923184,0.017794,0.109027,9.291454,35.422722,78.437163,12.940697,65.496466,1.42613,0.235285,1.190845,72.211517,1.312937,92.062887,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.963636,0.003652,0.996348,0.036364,0.963636,0.963636,0.963636,0.959984,0.988355,0.970237,0.916667,0.963636,0,0,0,0,0,0,79270,77241,12277,98.181818,21.090909,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.963186,0.009455,0.08512,4.841938,27.058947,80.981035,10.382674,70.59836,1.472382,0.188776,1.283607,75.45512,1.371911,93.176286,1,38,0,0,1,17,0,0,1,1,1,1,1,1,0.981818,0.001426,0.998574,0.018182,0.985455,0.981818,0.979798,0.980791,0.987768,0.96823,0.911111,0.981818,0,0,0,0,0,0,79230,77241,12277,98.181818,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.961235,0.005849,0.043136,3.044751,13.965955,75.997529,1.421408,74.576121,1.407362,0.026322,1.381039,74.576121,1.381039,98.129665,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.981481,0.000349,0.999651,0.018519,0.990741,0.981481,0.983245,0.983896,1,1,0.904762,0.981481,0,0,0,0,0,0,79403,77390,12128,100,20.37037,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,54,0,0,100,0,0,1,0.002227,0.003067,1.159193,0.993018,75.997529,0.435177,75.562352,1.407362,0.008059,1.399303,75.562352,1.399303,99.42738,1,38,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79395,77390,12128,100,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,54,0,0,100,0,0,1,0.002309,0.003151,1.201752,1.020057,75.997529,0.451181,75.546348,1.407362,0.008355,1.399006,75.546348,1.399006,99.406321,1,38,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79379,77390,12128,100,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,52,2,0,96.296296,3.703704,0,0.922302,0.016031,0.104535,8.344928,33.844619,75.997529,11.299322,64.698207,1.407362,0.209247,1.198115,69.798954,1.292573,91.843715,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.962963,0.00424,0.99576,0.037037,0.962963,0.962963,0.962963,0.958723,0.993645,0.973545,0.921429,0.962963,0,0.01,0,0,0,0,79379,77390,12128,98.148148,20.740741,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.961646,0.011761,0.066741,6.141067,21.684,78.437163,3.000674,75.436489,1.42613,0.054558,1.371573,75.436489,1.371573,96.174423,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.981818,0.001426,0.998574,0.018182,0.985455,0.981818,0.982002,0.981175,0.999636,0.993766,0.959596,0.981818,0,0,0,0,0,0,79238,77241,12277,100,21.090909,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,53,2,0,96.363636,3.636364,0,0.92652,0.018147,0.110868,9.293555,35.244151,80.981035,13.011416,67.969619,1.472382,0.236571,1.235811,72.826379,1.324116,89.930166,1,38,0,0,1,17,0,0,1,1,1,1,1,1,0.963636,0.002852,0.997148,0.036364,0.975758,0.963636,0.963543,0.963939,0.985195,0.96803,0.877949,0.963636,0,0,0,0,0,0,79238,77241,12277,98.181818,20.727273,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,55,0,0,100,0,0,1,0.005451,0.032415,2.791747,10.304483,80.981035,1.272649,79.708386,1.472382,0.023139,1.449243,79.708386,1.449243,98.42846,1,38,0,0,1,17,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.005,0,0,0,0,79230,77241,12277,100,20.727273,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,53,2,0,96.363636,3.636364,0,0.926764,0.014422,0.096723,7.386079,30.747554,80.981035,11.681576,69.299459,1.472382,0.212392,1.25999,75.993568,1.381701,93.841191,1,38,0,0,1,17,0,0,1,1,1,1,1,1,0.963636,0.002852,0.997148,0.036364,0.975758,0.963636,0.964242,0.963597,0.988302,0.976667,0.926667,0.963636,0,0,0,0,0,0,79238,77241,12277,98.181818,20.727273,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.963309,0.012194,0.089757,6.244633,28.533136,80.981035,11.030762,69.950272,1.472382,0.200559,1.271823,76.644381,1.393534,94.644852,1,38,0,0,1,17,0,0,1,1,1,1,1,1,0.981818,0.001426,0.998574,0.018182,0.985455,0.981818,0.982129,0.981031,0.985105,0.973561,0.962393,0.981818,0,0,0,0,0,0,79294,77241,12277,98.181818,20.363636,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,55,0,0,100,0,0,1,0.002384,0.003223,1.220666,1.024532,80.981035,0.474477,80.506558,1.472382,0.008627,1.463756,80.506558,1.463756,99.414089,1,38,0,0,1,17,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79230,77241,12277,100,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,52,2,0,96.296296,3.703704,0,0.918919,0.016797,0.121138,8.921034,40.130856,73.453657,18.307325,55.146332,1.360253,0.339025,1.021228,65.347826,1.210145,88.9647,1,39,0,0,1,15,0,0,1,1,1,1,1,1,0.962963,0.000699,0.999301,0.037037,0.987654,0.962963,0.966049,0.969257,0.991873,0.956543,0.833333,0.962963,0,0,0,0,0,0,79379,77390,12128,96.296296,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,52,2,0,96.296296,3.703704,0,0.918306,0.011961,0.081129,6.352549,26.876704,73.453657,3.579847,69.873811,1.360253,0.066293,1.293959,69.873811,1.293959,95.126388,1,39,0,0,1,15,0,0,1,1,1,1,1,1,0.962963,0.00463,0.99537,0.037037,0.972222,0.962963,0.959436,0.960375,1,1,0.904762,0.962963,0,0,0,0,0,0,79395,77390,12128,100,20.740741,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,54,0,0,100,0,0,1,0.006042,0.043151,3.208804,14.295231,73.453657,1.459142,71.994515,1.360253,0.027021,1.333232,71.994515,1.333232,98.01352,1,39,0,0,1,15,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79379,77390,12128,100,20.37037,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,54,0,0,100,0,0,1,0.006073,0.043152,3.225532,14.29533,73.453657,1.46528,71.988377,1.360253,0.027135,1.333118,71.988377,1.333118,98.005164,1,39,0,0,1,15,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79379,77390,12128,100,20.37037,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.961538,0.009415,0.085117,4.916144,27.654408,78.437163,10.374733,68.06243,1.42613,0.188632,1.237499,72.91919,1.325803,92.965103,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.981818,0.001426,0.998574,0.018182,0.985455,0.981818,0.979798,0.980791,0.988309,0.975411,0.911111,0.981818,0,0,0,0,0,0,79238,77241,12277,98.181818,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,53,2,0,96.363636,3.636364,0,0.923398,0.016675,0.120036,8.707068,38.999671,78.437163,18.338102,60.099061,1.42613,0.33342,1.09271,71.546641,1.300848,91.215233,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.963636,0.002852,0.997148,0.036364,0.975758,0.963636,0.963636,0.963696,0.989283,0.952273,0.92,0.963636,0,0,0,0,0,0,79230,77241,12277,96.363636,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,55,0,0,100,0,0,1,0.004916,0.032138,2.566744,10.441608,78.437163,1.114111,77.323052,1.42613,0.020257,1.405874,77.323052,1.405874,98.579614,1,39,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79230,77241,12277,100,20.363636,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,53,2,0,96.363636,3.636364,0,0.923398,0.013137,0.095204,6.859829,30.931851,78.437163,11.394116,67.043047,1.42613,0.207166,1.218964,73.758098,1.341056,94.034632,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.963636,0.002112,0.997888,0.036364,0.969697,0.963636,0.964628,0.962932,0.987799,0.971688,0.891818,0.963636,0,0,0,0,0,0,79230,77241,12277,98.181818,20.363636,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.961538,0.007127,0.056892,3.721386,18.484168,78.437163,2.039788,76.397375,1.42613,0.037087,1.389043,76.397375,1.389043,97.399462,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.981818,0.002226,0.997774,0.018182,0.984416,0.981818,0.981219,0.98052,1,1,0.956044,0.981818,0,0,0,0,0,0,79238,77241,12277,100,20.363636,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,55,0,0,100,0,0,1,0.004671,0.028617,2.392032,9.097106,80.981035,1.03269,79.948344,1.472382,0.018776,1.453606,79.948344,1.453606,98.724775,1,38,0,0,1,17,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79270,77241,12277,100,20.363636,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,54,0,0,100,0,0,1,0.006033,0.043151,3.140612,13.970668,75.997529,1.457471,74.540058,1.407362,0.02699,1.380371,74.540058,1.380371,98.082213,1,38,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79387,77390,12128,100,20.37037,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,52,2,0,96.296296,3.703704,0,0.922636,0.017093,0.121552,8.898093,39.353827,75.997529,21.511982,54.485547,1.407362,0.39837,1.008992,69.038659,1.278494,90.843295,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.962963,0.002963,0.997037,0.037037,0.975309,0.962963,0.96358,0.962853,0.965887,0.93739,0.926667,0.962963,0,0,0,0,0,0,79395,77390,12128,96.296296,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.961235,0.013297,0.071795,6.921964,23.244519,75.997529,3.432298,72.565231,1.407362,0.063561,1.343801,72.565231,1.343801,95.483671,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.981481,0.000349,0.999651,0.018519,0.990741,0.981481,0.983245,0.983896,1,1,0.904762,0.981481,0,0,0,0,0,0,79387,77390,12128,100,21.481481,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.961067,0.008993,0.059971,4.681361,19.416287,75.997529,2.411634,73.585895,1.407362,0.04466,1.362702,73.585895,1.362702,96.826694,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.981481,0.002758,0.997242,0.018519,0.983796,0.981481,0.980776,0.979775,1,1,0.958095,0.981481,0,0,0,0,0,0,79379,77390,12128,100,20.740741,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.961538,0.006924,0.056878,3.615243,18.479784,78.437163,1.99922,76.437944,1.42613,0.036349,1.389781,76.437944,1.389781,97.451183,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.981818,0.002226,0.997774,0.018182,0.984416,0.981818,0.981219,0.98052,1,1,0.956044,0.981818,0,0,0,0,0,0,79230,77241,12277,100,20.363636,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.961646,0.009464,0.060379,4.942018,19.617217,78.437163,2.439553,75.99761,1.42613,0.044356,1.381775,75.99761,1.381775,96.889799,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.981818,0.000686,0.999314,0.018182,0.987879,0.981818,0.982338,0.982694,0.999643,0.996364,0.931429,0.981818,0,0,0,0,0,0,79254,77241,12277,100,20.727273,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,53,2,0,96.363636,3.636364,0,0.922969,0.016919,0.107216,8.834571,34.83438,78.437163,12.625324,65.811839,1.42613,0.229551,1.196579,70.668599,1.284884,90.095812,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.963636,0.003652,0.996348,0.036364,0.966234,0.963636,0.961305,0.960374,0.987911,0.965079,0.867949,0.963636,0,0,0,0,0,0,79238,77241,12277,98.181818,20.727273,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,55,0,0,100,0,0,1,0.008776,0.044012,4.582606,14.299552,78.437163,2.039487,76.397676,1.42613,0.037082,1.389049,76.397676,1.389049,97.399846,1,39,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79238,77241,12277,100,21.454545,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,53,2,0,96.363636,3.636364,0,0.923184,0.015604,0.091004,8.147961,29.567078,78.437163,4.626747,73.810416,1.42613,0.084123,1.342008,73.810416,1.342008,94.101333,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.963636,0.003652,0.996348,0.036364,0.963636,0.963636,0.963636,0.959984,0.998545,0.987273,0.916667,0.963636,0,0,0,0,0,0,79230,77241,12277,100,21.090909,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,55,0,0,100,0,0,1,0.002301,0.003136,1.178252,0.996962,80.981035,0.45796,80.523075,1.472382,0.008327,1.464056,80.523075,1.464056,99.434485,1,38,0,0,1,17,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79230,77241,12277,100,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.961235,0.007324,0.057421,3.812667,18.590851,75.997529,2.052603,73.944926,1.407362,0.038011,1.36935,73.944926,1.36935,97.299119,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.981481,0.001481,0.998519,0.018519,0.985185,0.981481,0.981798,0.980641,1,1,0.962393,0.981481,0,0,0,0,0,0,79395,77390,12128,100,20.37037,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.961235,0.009619,0.060935,5.007342,19.728587,75.997529,2.436622,73.560907,1.407362,0.045123,1.362239,73.560907,1.362239,96.793814,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.981481,0.000349,0.999651,0.018519,0.990741,0.981481,0.983245,0.983896,1,1,0.904762,0.981481,0,0,0,0,0,0,79379,77390,12128,100,20.740741,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.961235,0.00952,0.085899,4.955885,27.811012,75.997529,10.364159,65.63337,1.407362,0.191929,1.215433,72.327882,1.339405,95.17136,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.981481,0.001481,0.998519,0.018519,0.985185,0.981481,0.981798,0.980641,0.98788,0.969828,0.962393,0.981481,0,0,0,0,0,0,79379,77390,12128,98.148148,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,54,0,0,100,0,0,1,0.002226,0.003084,1.158899,0.99837,75.997529,0.435083,75.562447,1.407362,0.008057,1.399305,75.562447,1.399305,99.427504,1,38,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79395,77390,12128,100,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,5,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,55,0,0,100,0,0,1,0.002157,0.003005,1.126571,0.976341,78.437163,0.429425,78.007739,1.42613,0.007808,1.418323,78.007739,1.418323,99.452524,1,39,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,79230,77241,12277,100,20,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,5,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.963309,0.010629,0.071092,5.443332,22.599594,80.981035,3.015201,77.965833,1.472382,0.054822,1.417561,77.965833,1.417561,96.276657,1,38,0,0,1,17,0,0,1,1,1,1,1,1,0.981818,0.001426,0.998574,0.018182,0.985455,0.981818,0.982129,0.981031,0.999265,0.994091,0.962393,0.981818,0,0,0,0,0,0,79230,77241,12277,100,20.727273,?,?,?,?
