@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 76\nSize of the tree: 86\n','Number of leaves: 63\nSize of the tree: 72\n','Number of leaves: 72\nSize of the tree: 81\n','Number of leaves: 84\nSize of the tree: 95\n','Number of leaves: 84\nSize of the tree: 94\n','Number of leaves: 64\nSize of the tree: 74\n','Number of leaves: 68\nSize of the tree: 76\n','Number of leaves: 75\nSize of the tree: 85\n','Number of leaves: 70\nSize of the tree: 80\n','Number of leaves: 77\nSize of the tree: 87\n','Number of leaves: 71\nSize of the tree: 80\n','Number of leaves: 83\nSize of the tree: 94\n','Number of leaves: 96\nSize of the tree: 106\n','Number of leaves: 85\nSize of the tree: 96\n','Number of leaves: 73\nSize of the tree: 83\n','Number of leaves: 79\nSize of the tree: 88\n','Number of leaves: 83\nSize of the tree: 93\n','Number of leaves: 100\nSize of the tree: 111\n','Number of leaves: 91\nSize of the tree: 100\n','Number of leaves: 91\nSize of the tree: 99\n','Number of leaves: 80\nSize of the tree: 89\n','Number of leaves: 87\nSize of the tree: 95\n','Number of leaves: 99\nSize of the tree: 109\n','Number of leaves: 96\nSize of the tree: 105\n','Number of leaves: 83\nSize of the tree: 90\n','Number of leaves: 90\nSize of the tree: 99\n','Number of leaves: 82\nSize of the tree: 91\n','Number of leaves: 85\nSize of the tree: 95\n','Number of leaves: 86\nSize of the tree: 94\n','Number of leaves: 92\nSize of the tree: 101\n','Number of leaves: 98\nSize of the tree: 108\n','Number of leaves: 108\nSize of the tree: 117\n','Number of leaves: 100\nSize of the tree: 110\n','Number of leaves: 95\nSize of the tree: 104\n','Number of leaves: 92\nSize of the tree: 103\n','Number of leaves: 112\nSize of the tree: 122\n','Number of leaves: 91\nSize of the tree: 102\n','Number of rules: 21\n','Number of rules: 20\n','Number of rules: 18\n','Number of rules: 22\n','Number of rules: 19\n','Number of rules: 25\n','Number of rules: 23\n','Number of rules: 24\n','Number of rules: 17\n','Number of rules: 26\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,10,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210226.2151,492,54,54,0,0,100,0,0,1,0.007596,0.043343,4.034142,14.358654,73.453657,1.723697,71.72996,1.360253,0.03192,1.328333,71.72996,1.328333,97.653354,1,39,0,0,1,15,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,75251,73290,11532,100,20.740741,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,1,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,55,0,0,100,0,0,1,0,0,0,0,78.437163,0,78.437163,1.42613,0,1.42613,78.437163,1.42613,100,1,39,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,114816,77241,12277,100,20,'Number of rules: 21\n',?,?,21
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,2,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,52,3,0,94.545455,5.454545,0,0.885257,0.024271,0.133335,12.673621,43.320425,78.437163,10.597939,67.839224,1.42613,0.19269,1.23344,68.422932,1.244053,87.232798,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.945455,0.004278,0.995722,0.054545,0.961212,0.945455,0.94101,0.942949,0.996348,0.957229,0.871111,0.945455,0.009,0.001,0.015625,0,15.625,0,101488,77241,12277,100,23.272727,'Number of rules: 20\n',?,?,20
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,3,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,51,4,0,92.727273,7.272727,0,0.845506,0.025455,0.145678,13.291478,47.330855,78.437163,11.351823,67.08534,1.42613,0.206397,1.219733,67.08534,1.219733,85.527495,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.927273,0.008105,0.991895,0.072727,0.927273,0.927273,0.917576,0.916839,0.998581,0.973939,0.76,0.927273,0,0,0,0,0,0,106712,77241,12277,100,21.818182,'Number of rules: 21\n',?,?,21
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,4,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.961646,0.009697,0.088763,5.06342,28.838952,78.437163,1074.584963,-996.147799,1.42613,19.537908,-18.111778,74.618883,1.356707,95.132052,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.981818,0.001426,0.998574,0.018182,0.985455,0.981818,0.982002,0.981175,0.989832,0.966529,0.959596,0.981818,0,0,0,0,0,0,88656,77241,12277,98.181818,20.727273,'Number of rules: 18\n',?,?,18
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,5,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,53,2,0,96.363636,3.636364,0,0.923184,0.016727,0.111952,8.7344,36.37333,78.437163,1077.111031,-998.673868,1.42613,19.583837,-18.157707,72.092814,1.310778,91.911552,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.963636,0.003652,0.996348,0.036364,0.963636,0.963636,0.963636,0.959984,0.989298,0.966529,0.916667,0.963636,0,0,0,0,0,0,114596,77241,12277,98.181818,21.454545,'Number of rules: 22\n',?,?,22
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,6,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.963186,0.008257,0.073551,4.228474,23.381391,80.981035,3.671779,77.309255,1.472382,0.06676,1.405623,77.309255,1.405623,95.465877,1,38,0,0,1,17,0,0,1,1,1,1,1,1,0.981818,0.001426,0.998574,0.018182,0.985455,0.981818,0.979798,0.980791,1,1,0.911111,0.981818,0,0,0,0,0,0,108091,77241,12277,100,22.181818,'Number of rules: 20\n',?,?,20
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,7,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,54,0,0,100,0,0,1,0.006996,0.037191,3.641779,12.041054,75.997529,1.532495,74.465034,1.407362,0.02838,1.378982,74.465034,1.378982,97.983494,1,38,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0,0,0,0,98232,77390,12128,100,22.222222,'Number of rules: 19\n',?,?,19
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,8,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,54,0,0,100,0,0,1,0,0,0,0,75.997529,0,75.997529,1.407362,0,1.407362,75.997529,1.407362,100,1,38,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,103607,77390,12128,100,20,'Number of rules: 21\n',?,?,21
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,9,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,54,0,0,100,0,0,1,0.003889,0.036068,2.024401,11.677571,75.997529,0.929611,75.067918,1.407362,0.017215,1.390147,75.067918,1.390147,98.776788,1,38,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,99817,77390,12128,100,20.740741,'Number of rules: 21\n',?,?,21
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,10,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.961235,0.00642,0.059904,3.341868,19.394622,75.997529,1.906891,74.090639,1.407362,0.035313,1.372049,74.090639,1.372049,97.490852,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.981481,0.001481,0.998519,0.018519,0.985185,0.981481,0.981798,0.980641,1,1,0.962393,0.981481,0.005,0,0.015625,0,15.625,0,121189,77390,12128,100,20.740741,'Number of rules: 25\n',?,?,25
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,1,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,52,3,0,94.545455,5.454545,0,0.884292,0.021322,0.126607,11.133771,41.13458,78.437163,1078.690045,-1000.252881,1.42613,19.612546,-18.186416,69.89053,1.270737,89.103847,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.945455,0.005879,0.994121,0.054545,0.948485,0.945455,0.941126,0.939772,0.988534,0.956171,0.819048,0.945455,0,0,0,0,0,0,114980,77241,12277,98.181818,21.818182,'Number of rules: 22\n',?,?,22
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,2,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,52,3,0,94.545455,5.454545,0,0.89,0.02026,0.12118,10.375567,38.522349,80.981035,1078.485427,-997.504392,1.472382,19.608826,-18.136443,71.403999,1.298255,88.17373,1,38,0,0,1,17,0,0,1,1,1,1,1,1,0.945455,0.004278,0.995722,0.054545,0.968831,0.945455,0.946832,0.947837,0.99053,0.977934,0.845455,0.945455,0,0,0,0,0,0,126264,77241,12277,98.181818,21.454545,'Number of rules: 22\n',?,?,22
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,3,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,53,2,0,96.363636,3.636364,0,0.926471,0.017616,0.111925,9.021718,35.580169,80.981035,7.269461,73.711574,1.472382,0.132172,1.34021,73.797164,1.341767,91.128947,1,38,0,0,1,17,0,0,1,1,1,1,1,1,0.963636,0.004078,0.995922,0.036364,0.963636,0.963636,0.963636,0.959559,0.998518,0.987302,0.921429,0.963636,0,0,0,0,0,0,115200,77241,12277,100,21.818182,'Number of rules: 23\n',?,?,23
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,4,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,55,0,0,100,0,0,1,0.008889,0.0519,4.552243,16.498652,80.981035,2.117458,78.863577,1.472382,0.038499,1.433883,78.863577,1.433883,97.385243,1,38,0,0,1,17,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,112515,77241,12277,100,21.818182,'Number of rules: 22\n',?,?,22
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,5,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.963309,0.01,0.082572,5.121274,26.249194,80.981035,1074.577935,-993.5969,1.472382,19.537781,-18.065398,77.148839,1.402706,95.267787,1,38,0,0,1,17,0,0,1,1,1,1,1,1,0.981818,0.001426,0.998574,0.018182,0.985455,0.981818,0.982129,0.981031,0.990374,0.973223,0.962393,0.981818,0,0,0,0,0,0,105681,77241,12277,98.181818,21.454545,'Number of rules: 20\n',?,?,20
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,6,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,55,0,0,100,0,0,1,0.003636,0.030151,1.862281,9.58485,80.981035,0.830075,80.15096,1.472382,0.015092,1.45729,80.15096,1.45729,98.974976,1,38,0,0,1,17,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0,0,0,0,106360,77241,12277,100,20.727273,'Number of rules: 20\n',?,?,20
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,7,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,52,2,0,96.296296,3.703704,0,0.918919,0.018336,0.112356,9.73856,37.221654,73.453657,6.936638,66.51702,1.360253,0.128456,1.231797,66.51702,1.231797,90.556443,1,39,0,0,1,15,0,0,1,1,1,1,1,1,0.962963,0.000699,0.999301,0.037037,0.987654,0.962963,0.966049,0.969257,0.99782,0.975309,0.833333,0.962963,0,0,0,0,0,0,103437,77390,12128,100,21.851852,'Number of rules: 19\n',?,?,19
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,8,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.959215,0.007407,0.068041,3.934141,22.540894,73.453657,2.415037,71.03862,1.360253,0.044723,1.31553,71.03862,1.31553,96.712162,1,39,0,0,1,15,0,0,1,1,1,1,1,1,0.981481,0.002315,0.997685,0.018519,0.984127,0.981481,0.980871,0.980125,0.999622,0.993651,0.956044,0.981481,0,0,0,0,0,0,111825,77390,12128,100,20.740741,'Number of rules: 23\n',?,?,23
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,9,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,54,0,0,100,0,0,1,0.003951,0.026605,2.098208,8.813717,73.453657,0.847997,72.605661,1.360253,0.015704,1.344549,72.605661,1.344549,98.845535,1,39,0,0,1,15,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0.015625,0,15.625,0,121623,77390,12128,100,21.111111,'Number of rules: 24\n',?,?,24
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,2,10,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.959215,0.011626,0.083513,6.174415,27.666424,73.453657,4.287383,69.166275,1.360253,0.079396,1.280857,69.166275,1.280857,94.163146,1,39,0,0,1,15,0,0,1,1,1,1,1,1,0.981481,0.002315,0.997685,0.018519,0.984127,0.981481,0.980871,0.980125,0.999244,0.988536,0.956044,0.981481,0,0,0,0,0,0,100306,77390,12128,100,21.851852,'Number of rules: 20\n',?,?,20
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,1,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.961538,0.01,0.077606,5.221652,25.214268,78.437163,3.77058,74.666583,1.42613,0.068556,1.357574,74.666583,1.357574,95.192865,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.981818,0.001426,0.998574,0.018182,0.985455,0.981818,0.979798,0.980791,0.999115,0.979394,0.911111,0.981818,0,0,0,0,0,0,98408,77241,12277,100,21.818182,'Number of rules: 19\n',?,?,19
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,2,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,52,3,0,94.545455,5.454545,0,0.884937,0.021889,0.124879,11.429927,40.57311,78.437163,8.430287,70.006876,1.42613,0.153278,1.272852,70.006876,1.272852,89.252178,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.945455,0.005078,0.994922,0.054545,0.953939,0.945455,0.945313,0.942489,0.997075,0.967273,0.876883,0.945455,0,0,0,0,0,0,111551,77241,12277,100,22.181818,'Number of rules: 21\n',?,?,21
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,3,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.961646,0.007273,0.08528,3.797565,27.707569,78.437163,1074,-995.562837,1.42613,19.527273,-18.101142,75.203845,1.367343,95.877824,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.981818,0.001426,0.998574,0.018182,0.985455,0.981818,0.982002,0.981175,0.990196,0.969256,0.959596,0.981818,0,0,0,0,0,0,104903,77241,12277,98.181818,20,'Number of rules: 19\n',?,?,19
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,4,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,51,4,0,92.727273,7.272727,0,0.847222,0.026485,0.143243,13.829467,46.539804,78.437163,11.403542,67.033621,1.42613,0.207337,1.218793,67.033621,1.218793,85.461557,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.927273,0.004964,0.995036,0.072727,0.944242,0.927273,0.92404,0.924485,0.99786,0.96632,0.804444,0.927273,0,0,0,0,0,0,93220,77241,12277,100,22.545455,'Number of rules: 19\n',?,?,19
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,5,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,53,2,0,96.363636,3.636364,0,0.923184,0.013737,0.103401,7.173179,33.595053,78.437163,5.813781,72.623382,1.42613,0.105705,1.320425,72.729914,1.322362,92.723795,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.963636,0.003652,0.996348,0.036364,0.967273,0.963636,0.963348,0.960921,0.999258,0.995455,0.915873,0.963636,0,0,0,0,0,0,120739,77241,12277,100,21.090909,'Number of rules: 23\n',?,?,23
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,6,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,52,3,0,94.545455,5.454545,0,0.89,0.023273,0.127356,11.9186,40.485792,80.981035,9.025279,71.955756,1.472382,0.164096,1.308286,71.955756,1.308286,88.855071,1,38,0,0,1,17,0,0,1,1,1,1,1,1,0.945455,0.004278,0.995722,0.054545,0.961212,0.945455,0.94404,0.944389,0.997059,0.969449,0.837778,0.945455,0,0,0,0,0,0,99372,77241,12277,100,22.545455,'Number of rules: 20\n',?,?,20
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,7,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.961235,0.007937,0.06506,4.13143,21.063974,75.997529,2.444785,73.552744,1.407362,0.045274,1.362088,73.552744,1.362088,96.783073,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.981481,0.001481,0.998519,0.018519,0.985185,0.981481,0.981798,0.980641,0.999618,0.993981,0.962393,0.981481,0,0,0,0,0,0,108073,77390,12128,100,21.481481,'Number of rules: 20\n',?,?,20
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,8,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,51,3,0,94.444444,5.555556,0,0.884203,0.023704,0.14536,12.339204,47.062193,75.997529,3222.321928,-3146.324399,1.407362,59.672628,-58.265267,65.905279,1.220468,86.720292,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.944444,0.004444,0.995556,0.055556,0.968254,0.944444,0.944444,0.945591,0.97015,0.926955,0.890909,0.944444,0,0,0,0,0,0,103786,77390,12128,94.444444,20.740741,'Number of rules: 22\n',?,?,22
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,9,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,51,3,0,94.444444,5.555556,0,0.883704,0.017328,0.117379,9.020289,38.002948,75.997529,7.029747,68.967782,1.407362,0.130181,1.277181,68.967782,1.277181,90.750032,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.944444,0.003457,0.996543,0.055556,0.971451,0.944444,0.937654,0.9442,1,1,0.766667,0.944444,0,0,0,0,0,0,105514,77390,12128,100,21.111111,'Number of rules: 21\n',?,?,21
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,3,10,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,54,0,0,100,0,0,1,0.002426,0.017759,1.262784,5.749736,75.997529,0.518575,75.478954,1.407362,0.009603,1.397758,75.478954,1.397758,99.317642,1,38,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,103230,77390,12128,100,21.481481,'Number of rules: 19\n',?,?,19
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,1,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,51,4,0,92.727273,7.272727,0,0.846797,0.028817,0.145669,15.047447,47.327806,78.437163,11.617873,66.81929,1.42613,0.211234,1.214896,66.81929,1.214896,85.188306,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.927273,0.005765,0.994235,0.072727,0.941818,0.927273,0.924187,0.923606,0.997074,0.969697,0.798788,0.927273,0,0,0,0,0,0,71710,77241,12277,100,22.909091,'Number of rules: 17\n',?,?,17
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,2,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,53,2,0,96.363636,3.636364,0,0.923184,0.015354,0.108155,8.017082,35.139605,78.437163,6.72514,71.712023,1.42613,0.122275,1.303855,71.818555,1.305792,91.561898,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.963636,0.003652,0.996348,0.036364,0.963636,0.963636,0.963636,0.959984,0.998723,0.986364,0.916667,0.963636,0.001,0,0,0,0,0,112677,77241,12277,100,21.818182,'Number of rules: 21\n',?,?,21
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,3,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,50,5,0,90.909091,9.090909,0,0.807153,0.036177,0.17427,18.890453,56.620274,78.437163,2156.593389,-2078.156226,1.42613,39.210789,-37.784659,61.518847,1.118524,78.43074,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.909091,0.009531,0.990469,0.090909,0.910606,0.909091,0.904762,0.899303,0.977675,0.920422,0.733333,0.909091,0,0,0,0,0,0,95911,77241,12277,96.363636,22.181818,'Number of rules: 21\n',?,?,21
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,4,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.961538,0.01,0.07462,5.221652,24.244123,78.437163,3.830075,74.607088,1.42613,0.069638,1.356493,74.607088,1.356493,95.117015,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.981818,0.001426,0.998574,0.018182,0.985455,0.981818,0.979798,0.980791,0.9993,0.983636,0.911111,0.981818,0,0,0,0,0,0,123750,77241,12277,100,22.181818,'Number of rules: 23\n',?,?,23
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,5,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,50,5,0,90.909091,9.090909,0,0.807153,0.033818,0.167689,17.658679,54.4823,78.437163,16.769679,61.667484,1.42613,0.304903,1.121227,61.908098,1.125602,78.926997,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.909091,0.010331,0.989669,0.090909,0.878788,0.909091,0.890909,0.884515,0.993816,0.935909,0.733333,0.909091,0,0,0,0,0,0,103366,77241,12277,100,23.272727,'Number of rules: 19\n',?,?,19
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,6,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,55,0,0,100,0,0,1,0.001616,0.013401,0.827681,4.259934,80.981035,0.33985,80.641185,1.472382,0.006179,1.466203,80.641185,1.466203,99.580334,1,38,0,0,1,17,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,110383,77241,12277,100,20.727273,'Number of rules: 21\n',?,?,21
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,7,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.961235,0.008466,0.075793,4.406859,24.538787,75.997529,3.25214,72.745389,1.407362,0.060225,1.347137,72.745389,1.347137,95.72073,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.981481,0.001481,0.998519,0.018519,0.985185,0.981481,0.981798,0.980641,0.999236,0.988477,0.962393,0.981481,0,0,0,0,0,0,131686,77390,12128,100,21.111111,'Number of rules: 23\n',?,?,23
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,8,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.961235,0.010826,0.070997,5.635694,22.986079,75.997529,3.101319,72.89621,1.407362,0.057432,1.34993,72.89621,1.34993,95.919184,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.981481,0.001481,0.998519,0.018519,0.985185,0.981481,0.981798,0.980641,0.999236,0.988477,0.962393,0.981481,0,0,0,0,0,0,96794,77390,12128,100,22.222222,'Number of rules: 19\n',?,?,19
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,9,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,53,1,0,98.148148,1.851852,0,0.961235,0.008333,0.081933,4.338001,26.526707,75.997529,1074.192645,-998.195116,1.407362,19.892456,-18.485095,72.54811,1.343484,95.461143,1,38,0,0,1,16,0,0,1,1,1,1,1,1,0.981481,0.001481,0.998519,0.018519,0.985185,0.981481,0.981798,0.980641,0.990556,0.980178,0.962393,0.981481,0.005,0,0,0,0,0,105248,77390,12128,98.148148,20.740741,'Number of rules: 21\n',?,?,21
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,4,10,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,492,54,54,0,0,100,0,0,1,0.001481,0.017213,0.7712,5.573004,75.997529,0.321928,75.675601,1.407362,0.005962,1.4014,75.675601,1.4014,99.576397,1,38,0,0,1,16,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,111975,77390,12128,100,20.37037,'Number of rules: 23\n',?,?,23
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,5,1,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,54,1,0,98.181818,1.818182,0,0.961538,0.011313,0.078924,5.907324,25.642326,78.437163,3.777608,74.659556,1.42613,0.068684,1.357446,74.659556,1.357446,95.183906,1,39,0,0,1,16,0,0,1,1,1,1,1,1,0.981818,0.002226,0.997774,0.018182,0.984416,0.981818,0.981219,0.98052,0.999258,0.994805,0.956044,0.981818,0,0,0,0,0,0,96803,77241,12277,100,21.818182,'Number of rules: 19\n',?,?,19
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,5,2,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210226.2151,491,55,51,4,0,92.727273,7.272727,0,0.852941,0.030196,0.141472,15.46419,44.972923,80.981035,11.343932,69.637103,1.472382,0.206253,1.266129,69.637103,1.266129,85.991866,1,38,0,0,1,17,0,0,1,1,1,1,1,1,0.927273,0.008155,0.991845,0.072727,0.934545,0.927273,0.929004,0.92195,0.995544,0.962338,0.847619,0.927273,0,0,0,0,0,0,99695,77241,12277,100,23.272727,'Number of rules: 21\n',?,?,21
